dataset,split,label,width,height,aspect_ratio,pixels,mode,size_bytes,filepath,filename,corrupt
train_pneumonia,train,pneumonia,1381,1044,1.323,1441764,L,106423,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person622_bacteria_2494.jpeg,person622_bacteria_2494.jpeg,False
train_pneumonia,train,pneumonia,848,616,1.377,522368,L,42662,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person530_bacteria_2231.jpeg,person530_bacteria_2231.jpeg,False
train_pneumonia,train,pneumonia,1200,824,1.456,988800,L,99148,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person7_bacteria_29.jpeg,person7_bacteria_29.jpeg,False
train_pneumonia,train,pneumonia,1256,880,1.427,1105280,L,99582,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person684_virus_1275.jpeg,person684_virus_1275.jpeg,False
train_pneumonia,train,pneumonia,1272,912,1.395,1160064,L,79404,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person326_bacteria_1507.jpeg,person326_bacteria_1507.jpeg,False
train_pneumonia,train,pneumonia,1024,552,1.855,565248,L,48309,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person260_virus_541.jpeg,person260_virus_541.jpeg,False
train_pneumonia,train,pneumonia,1080,920,1.174,993600,L,55909,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person370_bacteria_1690.jpeg,person370_bacteria_1690.jpeg,False
train_pneumonia,train,pneumonia,941,609,1.545,573069,RGB,38189,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1142_virus_1892.jpeg,person1142_virus_1892.jpeg,False
train_pneumonia,train,pneumonia,912,536,1.701,488832,L,43345,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1545_bacteria_4041.jpeg,person1545_bacteria_4041.jpeg,False
train_pneumonia,train,pneumonia,1520,984,1.545,1495680,L,116809,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person81_virus_152.jpeg,person81_virus_152.jpeg,False
train_pneumonia,train,pneumonia,1008,584,1.726,588672,L,35325,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1194_bacteria_3143.jpeg,person1194_bacteria_3143.jpeg,False
train_pneumonia,train,pneumonia,1136,912,1.246,1036032,L,73494,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1465_virus_2537.jpeg,person1465_virus_2537.jpeg,False
train_pneumonia,train,pneumonia,1064,640,1.663,680960,L,61329,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person317_virus_643.jpeg,person317_virus_643.jpeg,False
train_pneumonia,train,pneumonia,1450,947,1.531,1373150,L,129468,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person476_bacteria_2026.jpeg,person476_bacteria_2026.jpeg,False
train_pneumonia,train,pneumonia,1256,976,1.287,1225856,L,97060,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1537_bacteria_4019.jpeg,person1537_bacteria_4019.jpeg,False
train_pneumonia,train,pneumonia,1224,656,1.866,802944,L,81715,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1620_bacteria_4272.jpeg,person1620_bacteria_4272.jpeg,False
train_pneumonia,train,pneumonia,752,576,1.306,433152,L,37430,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person779_virus_1410.jpeg,person779_virus_1410.jpeg,False
train_pneumonia,train,pneumonia,1264,856,1.477,1081984,L,67896,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person419_bacteria_1845.jpeg,person419_bacteria_1845.jpeg,False
train_pneumonia,train,pneumonia,1504,1091,1.379,1640864,L,134269,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person701_virus_1297.jpeg,person701_virus_1297.jpeg,False
train_pneumonia,train,pneumonia,1280,904,1.416,1157120,L,81686,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person366_virus_746.jpeg,person366_virus_746.jpeg,False
train_pneumonia,train,pneumonia,1033,697,1.482,720001,RGB,62747,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person7_bacteria_28.jpeg,person7_bacteria_28.jpeg,False
train_pneumonia,train,pneumonia,1040,688,1.512,715520,L,57226,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person978_virus_1653.jpeg,person978_virus_1653.jpeg,False
train_pneumonia,train,pneumonia,2072,1768,1.172,3663296,L,415921,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1737_bacteria_4573.jpeg,person1737_bacteria_4573.jpeg,False
train_pneumonia,train,pneumonia,880,560,1.571,492800,L,36799,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1451_virus_2479.jpeg,person1451_virus_2479.jpeg,False
train_pneumonia,train,pneumonia,1336,1024,1.305,1368064,L,79727,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person326_bacteria_1506.jpeg,person326_bacteria_1506.jpeg,False
train_pneumonia,train,pneumonia,1088,912,1.193,992256,L,62525,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person370_bacteria_1691.jpeg,person370_bacteria_1691.jpeg,False
train_pneumonia,train,pneumonia,1472,1048,1.405,1542656,L,150512,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person81_virus_153.jpeg,person81_virus_153.jpeg,False
train_pneumonia,train,pneumonia,1552,1144,1.357,1775488,L,136776,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1488_virus_2587.jpeg,person1488_virus_2587.jpeg,False
train_pneumonia,train,pneumonia,1768,1560,1.133,2758080,L,212097,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1597_bacteria_4194.jpeg,person1597_bacteria_4194.jpeg,False
train_pneumonia,train,pneumonia,984,456,2.158,448704,L,38872,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person952_virus_1623.jpeg,person952_virus_1623.jpeg,False
train_pneumonia,train,pneumonia,1576,848,1.858,1336448,L,89324,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1819_bacteria_4677.jpeg,person1819_bacteria_4677.jpeg,False
train_pneumonia,train,pneumonia,992,776,1.278,769792,L,49108,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person419_bacteria_1844.jpeg,person419_bacteria_1844.jpeg,False
train_pneumonia,train,pneumonia,1208,768,1.573,927744,L,60248,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1328_virus_2293.jpeg,person1328_virus_2293.jpeg,False
train_pneumonia,train,pneumonia,1320,736,1.793,971520,L,79555,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1121_virus_1846.jpeg,person1121_virus_1846.jpeg,False
train_pneumonia,train,pneumonia,936,592,1.581,554112,L,58472,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1180_virus_2011.jpeg,person1180_virus_2011.jpeg,False
train_pneumonia,train,pneumonia,1104,736,1.5,812544,L,64500,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1484_virus_2577.jpeg,person1484_virus_2577.jpeg,False
train_pneumonia,train,pneumonia,1288,851,1.514,1096088,L,109861,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person602_bacteria_2460.jpeg,person602_bacteria_2460.jpeg,False
train_pneumonia,train,pneumonia,1360,832,1.635,1131520,L,151774,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1453_bacteria_3771.jpeg,person1453_bacteria_3771.jpeg,False
train_pneumonia,train,pneumonia,1348,995,1.355,1341260,L,150964,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person469_bacteria_1994.jpeg,person469_bacteria_1994.jpeg,False
train_pneumonia,train,pneumonia,840,504,1.667,423360,L,32284,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person579_bacteria_2384.jpeg,person579_bacteria_2384.jpeg,False
train_pneumonia,train,pneumonia,1218,840,1.45,1023120,L,84984,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person262_bacteria_1226.jpeg,person262_bacteria_1226.jpeg,False
train_pneumonia,train,pneumonia,1208,944,1.28,1140352,L,85041,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person328_bacteria_1511.jpeg,person328_bacteria_1511.jpeg,False
train_pneumonia,train,pneumonia,1232,864,1.426,1064448,L,76519,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person364_bacteria_1657.jpeg,person364_bacteria_1657.jpeg,False
train_pneumonia,train,pneumonia,668,408,1.637,272544,RGB,26105,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1482_bacteria_3870.jpeg,person1482_bacteria_3870.jpeg,False
train_pneumonia,train,pneumonia,1518,1149,1.321,1744182,L,152197,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person318_bacteria_1474.jpeg,person318_bacteria_1474.jpeg,False
train_pneumonia,train,pneumonia,1662,1099,1.512,1826538,L,156683,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1099_bacteria_3040.jpeg,person1099_bacteria_3040.jpeg,False
train_pneumonia,train,pneumonia,1480,1392,1.063,2060160,L,111978,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1164_virus_1956.jpeg,person1164_virus_1956.jpeg,False
train_pneumonia,train,pneumonia,1168,864,1.352,1009152,L,77220,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1700_bacteria_4500.jpeg,person1700_bacteria_4500.jpeg,False
train_pneumonia,train,pneumonia,904,544,1.662,491776,L,23580,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person951_bacteria_2876.jpeg,person951_bacteria_2876.jpeg,False
train_pneumonia,train,pneumonia,1216,1000,1.216,1216000,L,80691,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person537_bacteria_2263.jpeg,person537_bacteria_2263.jpeg,False
train_pneumonia,train,pneumonia,1144,600,1.907,686400,L,58545,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1305_bacteria_3271.jpeg,person1305_bacteria_3271.jpeg,False
train_pneumonia,train,pneumonia,984,520,1.892,511680,L,45498,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1220_bacteria_3174.jpeg,person1220_bacteria_3174.jpeg,False
train_pneumonia,train,pneumonia,864,640,1.35,552960,L,39966,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person441_bacteria_1910.jpeg,person441_bacteria_1910.jpeg,False
train_pneumonia,train,pneumonia,1008,656,1.537,661248,L,41376,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1134_bacteria_3076.jpeg,person1134_bacteria_3076.jpeg,False
train_pneumonia,train,pneumonia,1208,824,1.466,995392,L,82207,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person556_virus_1096.jpeg,person556_virus_1096.jpeg,False
train_pneumonia,train,pneumonia,1400,1072,1.306,1500800,L,113064,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1333_virus_2301.jpeg,person1333_virus_2301.jpeg,False
train_pneumonia,train,pneumonia,944,672,1.405,634368,L,59720,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1810_bacteria_4664.jpeg,person1810_bacteria_4664.jpeg,False
train_pneumonia,train,pneumonia,1352,800,1.69,1081600,L,85510,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1426_bacteria_3668.jpeg,person1426_bacteria_3668.jpeg,False
train_pneumonia,train,pneumonia,888,560,1.586,497280,L,33898,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person605_bacteria_2464.jpeg,person605_bacteria_2464.jpeg,False
train_pneumonia,train,pneumonia,1600,1176,1.361,1881600,L,174073,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1481_bacteria_3867.jpeg,person1481_bacteria_3867.jpeg,False
train_pneumonia,train,pneumonia,1368,1208,1.132,1652544,L,108316,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person363_bacteria_1653.jpeg,person363_bacteria_1653.jpeg,False
train_pneumonia,train,pneumonia,1304,872,1.495,1137088,L,82537,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person24_bacteria_109.jpeg,person24_bacteria_109.jpeg,False
train_pneumonia,train,pneumonia,1176,664,1.771,780864,L,69168,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person814_bacteria_2725.jpeg,person814_bacteria_2725.jpeg,False
train_pneumonia,train,pneumonia,1589,1044,1.522,1658916,L,94302,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person735_bacteria_2638.jpeg,person735_bacteria_2638.jpeg,False
train_pneumonia,train,pneumonia,790,519,1.522,410010,RGB,26309,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1167_bacteria_3113.jpeg,person1167_bacteria_3113.jpeg,False
train_pneumonia,train,pneumonia,1104,728,1.516,803712,L,86767,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1542_virus_2683.jpeg,person1542_virus_2683.jpeg,False
train_pneumonia,train,pneumonia,1312,800,1.64,1049600,L,81538,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person604_virus_1165.jpeg,person604_virus_1165.jpeg,False
train_pneumonia,train,pneumonia,1080,784,1.378,846720,L,84570,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person892_bacteria_2817.jpeg,person892_bacteria_2817.jpeg,False
train_pneumonia,train,pneumonia,456,280,1.629,127680,RGB,10356,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person296_virus_613.jpeg,person296_virus_613.jpeg,False
train_pneumonia,train,pneumonia,1328,912,1.456,1211136,L,75841,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person103_virus_190.jpeg,person103_virus_190.jpeg,False
train_pneumonia,train,pneumonia,1216,872,1.394,1060352,L,97527,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1363_bacteria_3484.jpeg,person1363_bacteria_3484.jpeg,False
train_pneumonia,train,pneumonia,1584,720,2.2,1140480,L,85860,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1377_virus_2369.jpeg,person1377_virus_2369.jpeg,False
train_pneumonia,train,pneumonia,1344,712,1.888,956928,L,53502,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1339_bacteria_3399.jpeg,person1339_bacteria_3399.jpeg,False
train_pneumonia,train,pneumonia,1056,960,1.1,1013760,L,63247,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1118_bacteria_3059.jpeg,person1118_bacteria_3059.jpeg,False
train_pneumonia,train,pneumonia,1160,736,1.576,853760,L,71979,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person603_virus_1164.jpeg,person603_virus_1164.jpeg,False
train_pneumonia,train,pneumonia,2080,1731,1.202,3600480,L,280339,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person277_virus_571.jpeg,person277_virus_571.jpeg,False
train_pneumonia,train,pneumonia,1094,829,1.32,906926,L,88456,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1490_virus_2596.jpeg,person1490_virus_2596.jpeg,False
train_pneumonia,train,pneumonia,1328,1368,0.971,1816704,L,117253,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1010_bacteria_2941.jpeg,person1010_bacteria_2941.jpeg,False
train_pneumonia,train,pneumonia,1040,627,1.659,652080,L,59220,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1171_bacteria_3118.jpeg,person1171_bacteria_3118.jpeg,False
train_pneumonia,train,pneumonia,1032,736,1.402,759552,L,43701,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person30_bacteria_146.jpeg,person30_bacteria_146.jpeg,False
train_pneumonia,train,pneumonia,1112,784,1.418,871808,L,57016,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1091_bacteria_3031.jpeg,person1091_bacteria_3031.jpeg,False
train_pneumonia,train,pneumonia,936,776,1.206,726336,L,68252,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1647_bacteria_4372.jpeg,person1647_bacteria_4372.jpeg,False
train_pneumonia,train,pneumonia,1080,632,1.709,682560,L,43402,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person952_bacteria_2877.jpeg,person952_bacteria_2877.jpeg,False
train_pneumonia,train,pneumonia,1467,1123,1.306,1647441,L,118553,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person613_bacteria_2479.jpeg,person613_bacteria_2479.jpeg,False
train_pneumonia,train,pneumonia,848,640,1.325,542720,L,52231,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person61_bacteria_291.jpeg,person61_bacteria_291.jpeg,False
train_pneumonia,train,pneumonia,1216,872,1.394,1060352,L,91521,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person663_virus_1248.jpeg,person663_virus_1248.jpeg,False
train_pneumonia,train,pneumonia,1336,896,1.491,1197056,L,114381,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1043_bacteria_2977.jpeg,person1043_bacteria_2977.jpeg,False
train_pneumonia,train,pneumonia,1008,664,1.518,669312,L,65986,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person723_bacteria_2625.jpeg,person723_bacteria_2625.jpeg,False
train_pneumonia,train,pneumonia,1280,1032,1.24,1320960,L,90966,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person554_virus_1094.jpeg,person554_virus_1094.jpeg,False
train_pneumonia,train,pneumonia,1472,968,1.521,1424896,L,119707,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person367_virus_747.jpeg,person367_virus_747.jpeg,False
train_pneumonia,train,pneumonia,1256,888,1.414,1115328,L,76099,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person389_bacteria_1778.jpeg,person389_bacteria_1778.jpeg,False
train_pneumonia,train,pneumonia,888,616,1.442,547008,L,39252,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person564_bacteria_2347.jpeg,person564_bacteria_2347.jpeg,False
train_pneumonia,train,pneumonia,1464,1296,1.13,1897344,L,149433,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person664_virus_1249.jpeg,person664_virus_1249.jpeg,False
train_pneumonia,train,pneumonia,1792,1216,1.474,2179072,L,223697,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1629_bacteria_4299.jpeg,person1629_bacteria_4299.jpeg,False
train_pneumonia,train,pneumonia,1384,1072,1.291,1483648,L,141733,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person940_virus_1607.jpeg,person940_virus_1607.jpeg,False
train_pneumonia,train,pneumonia,1736,1365,1.272,2369640,L,196263,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person12_bacteria_48.jpeg,person12_bacteria_48.jpeg,False
train_pneumonia,train,pneumonia,896,624,1.436,559104,L,35843,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person438_bacteria_1892.jpeg,person438_bacteria_1892.jpeg,False
train_pneumonia,train,pneumonia,1528,1080,1.415,1650240,L,144789,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person1576_bacteria_4124.jpeg,person1576_bacteria_4124.jpeg,False
train_pneumonia,train,pneumonia,1168,1000,1.168,1168000,L,81787,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person852_virus_1497.jpeg,person852_virus_1497.jpeg,False
train_pneumonia,train,pneumonia,1424,1056,1.348,1503744,L,98537,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person443_bacteria_1924.jpeg,person443_bacteria_1924.jpeg,False
train_pneumonia,train,pneumonia,885,592,1.495,523920,RGB,43525,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person557_bacteria_2327.jpeg,person557_bacteria_2327.jpeg,False
train_pneumonia,train,pneumonia,931,586,1.589,545566,RGB,42930,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person532_virus_1054.jpeg,person532_virus_1054.jpeg,False
train_pneumonia,train,pneumonia,1032,528,1.955,544896,L,42874,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person20_bacteria_67.jpeg,person20_bacteria_67.jpeg,False
train_pneumonia,train,pneumonia,944,624,1.513,589056,L,47595,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/PNEUMONIA/person30_bacteria_150.jpeg,person30_bacteria_150.jpeg,False
